population;site;sample_type;substrate;L;Z;structure;species;hybride_score
kovda;kovda;unsystematic;any;15.4;0.666666667;0.194;hybrid;3
kovda;kovda;unsystematic;any;NA;0.632352941;0.245;hybrid;2
kovda;kovda;unsystematic;any;13.3;0.818181818;0.02;edulis;2
kovda;kovda;unsystematic;any;16.8;0.818181818;0.011;edulis;0
kovda;kovda;unsystematic;any;22;0.795454545;0.012;edulis;0
kovda;kovda;unsystematic;any;19;0;0.989;trossulus;8
kovda;kovda;unsystematic;any;22.2;0.833333333;0.013;edulis;1
kovda;kovda;unsystematic;any;19;0.802469136;0.011;edulis;0
kovda;kovda;unsystematic;any;16.2;0.743;0.011;edulis;0
kovda;kovda;unsystematic;any;20.8;0;0.908;trossulus;6
kovda;kovda;unsystematic;any;18.9;0;0.7;hybrid;5
kovda;kovda;unsystematic;any;NA;NA;0.01;edulis;0
kovda;kovda;unsystematic;any;20.4;0.968421053;0.013;edulis;1
kovda;kovda;unsystematic;any;23;0.76;0.014;edulis;1
kovda;kovda;unsystematic;any;25.4;1.02189781;0.044;edulis;1
kovda;kovda;unsystematic;any;22.8;0.714285714;0.014;edulis;1
kovda;kovda;unsystematic;any;24.2;0.789473684;0.015;edulis;1
kovda;kovda;unsystematic;any;21.6;0.765957447;0.011;edulis;0
kovda;kovda;unsystematic;any;28.2;0.526315789;0.374;hybrid;3
kovda;kovda;unsystematic;any;29.7;0.615942029;0.011;edulis;0
kovda;kovda;unsystematic;any;35.4;1;0.014;edulis;1
kovda;kovda;unsystematic;any;30.1;0;0.989;trossulus;8
kovda;kovda;unsystematic;any;35.4;1;0.011;edulis;0
kovda;kovda;unsystematic;any;38.2;1;0.012;edulis;0
kovda;kovda;unsystematic;any;35.8;0.817307692;0.011;edulis;0
kovda;kovda;unsystematic;any;38.5;1;0.01;edulis;0
kovda;kovda;unsystematic;any;31.1;0.896551724;0.012;edulis;0
kovda;kovda;unsystematic;any;35.8;0.905555556;0.014;edulis;1
